"","pid3","authoritarianism","violent","burn","court","recount","criticize","VIOLENT","SM"
"2229",NA,0,5,4,3,4,4,0,0
"2230","Independent",0.5,1,1,1,4,4,0,0
"2231","Democrat",0,4,3,3,3,4,1,1
"2232","Democrat",0.5,2,1,1,3,3,1,0
"2233","Democrat",0.25,1,1,5,4,3,1,0
"2234","Republican",0.25,4,1,2,4,2,1,0
"2235","Republican",0.75,1,1,2,4,1,0,1
"2236",NA,0,4,2,4,4,3,0,1
"2237","Republican",1,1,1,1,5,5,1,1
"2238",NA,0.25,3,2,4,4,2,0,1
"2239","Independent",1,1,1,5,5,1,1,1
"2240","Democrat",0.25,4,5,2,4,5,0,0
"2241","Republican",0.25,3,2,3,3,4,1,0
"2242",NA,0.5,5,5,5,5,2,1,0
"2243","Independent",0.5,3,1,3,4,3,0,0
"2244","Independent",0.75,1,1,5,5,1,0,1
"2245","Independent",1,4,3,3,3,4,0,1
"2246","Democrat",0.75,3,1,2,3,3,1,1
"2247",NA,0,5,5,3,5,3,1,0
"2248","Independent",1,1,1,2,3,4,1,1
"2249","Democrat",0.5,5,1,4,4,3,0,0
"2250","Independent",0.5,4,3,2,3,5,1,1
"2251","Democrat",0.75,3,1,1,4,3,0,1
"2252","Democrat",0,4,2,4,4,1,1,0
"2253","Democrat",0.75,3,1,3,4,2,0,1
"2254","Republican",1,4,1,3,5,3,0,1
"2255","Democrat",0.5,1,1,3,4,4,1,0
"2256","Independent",1,2,1,2,4,2,0,0
"2257","Republican",1,4,1,3,3,3,0,0
"2258","Republican",1,1,1,1,3,3,1,1
"2259","Independent",1,5,5,5,5,5,0,1
"2260","Democrat",0,5,5,3,4,4,1,0
"2261","Republican",0.75,5,1,2,1,2,1,0
"2262","Independent",0.5,3,1,1,1,1,0,0
"2263","Democrat",0.25,3,2,1,4,2,0,0
"2264","Republican",0,4,4,4,4,4,1,0
"2265",NA,1,4,1,1,4,5,0,1
"2266","Republican",0.5,3,1,1,1,1,1,0
"2267","Republican",0,3,1,3,4,3,1,1
"2268","Democrat",0.5,3,3,3,4,4,0,1
"2269","Republican",0.75,5,5,5,5,5,0,1
"2270","Republican",0,3,1,3,4,1,1,1
"2271",NA,0.5,5,5,5,5,5,0,1
"2272","Democrat",1,2,1,3,5,5,1,1
"2273","Democrat",0.75,3,4,3,2,4,0,0
"2274","Democrat",0,5,3,3,5,2,0,1
"2275","Republican",1,2,1,1,3,3,1,1
"2276","Democrat",0.5,3,1,1,3,1,0,0
"2277",NA,0.5,1,1,2,4,3,1,1
"2278","Republican",0.25,2,1,2,5,2,0,0
"2279","Democrat",0.5,3,3,3,3,3,0,0
"2280","Independent",0.75,4,3,4,2,5,1,1
"2281",NA,1,3,2,3,4,4,0,0
"2282","Democrat",0,4,2,4,5,5,0,0
"2283","Democrat",1,3,1,3,5,3,0,0
"2284","Democrat",0.5,4,4,4,3,4,0,1
"2285","Democrat",0.25,3,2,3,5,3,0,0
"2286","Independent",0.5,1,1,1,3,3,1,1
"2287","Republican",0.5,5,2,3,4,3,0,0
"2288","Democrat",0.75,5,3,5,5,5,1,0
"2289","Republican",0.75,1,1,1,5,5,0,0
"2290","Republican",0,1,1,2,2,2,1,1
"2291",NA,0.75,3,1,3,3,3,0,1
"2292","Republican",0.25,4,1,1,5,3,0,0
"2293",NA,0,3,3,3,3,3,0,0
"2294","Democrat",0,2,3,2,4,2,0,1
"2295",NA,0,3,3,3,3,3,1,0
"2296","Republican",0,4,4,3,4,4,1,1
"2297",NA,1,3,3,3,3,3,1,0
"2298","Democrat",0.25,4,5,5,4,4,1,1
"2299","Democrat",0.75,1,1,1,5,3,1,1
"2300","Republican",0.5,5,3,5,5,5,1,1
"2301",NA,0.75,5,5,5,5,4,0,1
"2302","Democrat",0.5,4,3,2,3,3,1,0
"2303","Democrat",0.25,4,4,5,3,2,0,1
"2304",NA,0.75,1,2,3,5,5,0,0
"2305","Democrat",0.75,5,2,5,4,3,0,1
"2306","Democrat",0.75,5,4,4,2,3,1,1
"2307","Democrat",1,3,4,3,4,4,0,1
"2308","Independent",0.75,2,1,1,5,3,1,0
"2309","Republican",0.5,3,3,3,3,3,1,0
"2310","Republican",0.75,3,3,3,3,3,1,1
"2311","Republican",0.5,4,4,5,5,5,0,0
"2312","Democrat",0.75,3,3,3,3,3,0,1
"2313","Democrat",0.25,2,1,3,4,3,0,1
"2314","Democrat",0.25,3,5,3,4,3,1,1
"2315","Republican",0.75,1,1,3,3,4,0,0
"2316",NA,0.5,3,3,3,3,3,0,1
"2317",NA,0.75,3,3,3,3,3,0,0
"2318","Democrat",0.25,4,3,3,3,3,1,0
"2319","Republican",0.25,1,1,3,4,3,1,1
"2320","Republican",0.5,4,3,3,4,3,1,0
"2321","Republican",0.75,3,1,3,4,1,0,0
"2322","Republican",0.5,3,3,3,3,3,1,1
"2323","Republican",0,1,1,2,4,4,1,0
"2324","Independent",1,4,5,4,5,5,1,0
"2325","Republican",0.5,3,1,3,3,1,0,0
"2326","Democrat",0.25,4,2,4,3,4,1,0
"2327","Democrat",0.5,3,4,4,4,4,1,1
"2328","Democrat",0.5,4,3,3,3,4,1,0
"2329","Democrat",0.25,4,5,4,4,3,0,1
"2330","Democrat",0,4,2,3,4,2,1,0
"2331","Democrat",0.25,5,3,4,1,4,1,0
"2332","Republican",1,5,5,5,5,5,0,1
"2333","Republican",0.75,3,1,3,3,3,0,1
"2334","Republican",0.75,3,3,3,3,3,1,1
"2335","Independent",0.5,3,3,3,3,4,0,0
"2336","Republican",0,3,3,3,4,1,1,0
"2337","Democrat",0.5,3,1,3,3,3,0,1
"2338","Independent",0.5,3,4,4,4,4,1,0
"2339","Republican",0,3,3,3,3,3,0,0
"2340","Independent",0.5,3,1,1,5,3,0,1
"2341","Independent",0.25,3,2,3,4,2,0,0
"2342","Democrat",0.75,4,2,3,4,3,1,1
"2343","Republican",0.5,4,5,3,4,4,1,1
"2344","Democrat",0,4,1,1,4,5,0,1
"2345","Democrat",0.75,5,1,3,3,5,1,0
"2346","Republican",0.25,4,2,5,4,4,0,0
"2347","Democrat",1,5,5,5,5,5,1,1
"2348","Democrat",0.25,4,4,3,3,5,1,0
"2349",NA,1,3,3,3,3,3,1,1
"2350","Independent",0.75,3,4,5,2,4,0,0
"2351","Republican",0.25,1,1,1,4,4,0,1
"2352","Democrat",0,4,3,4,3,3,0,0
"2353","Republican",0.5,3,1,4,4,3,1,1
"2354",NA,1,3,3,3,3,3,0,0
"2355",NA,0.75,2,3,3,3,3,1,1
"2356","Independent",0.75,4,4,4,4,5,1,0
"2357","Democrat",0.5,3,5,3,3,5,1,1
"2358","Democrat",0,2,2,3,3,3,1,0
"2359",NA,0.5,1,4,5,3,3,1,1
"2360","Independent",1,2,1,2,3,3,0,1
"2361","Democrat",0.25,3,4,3,4,5,0,1
"2362","Republican",0.5,3,3,3,3,3,0,0
"2363","Democrat",0.25,1,1,2,5,4,1,0
"2364","Democrat",0,2,4,4,4,4,1,1
"2365","Democrat",0.25,4,3,4,4,4,0,0
"2366","Independent",0.5,3,3,3,3,3,0,0
"2367","Democrat",0.25,4,1,3,5,4,0,0
"2368","Democrat",0.25,4,1,3,4,4,0,1
"2369","Independent",0.75,4,3,5,5,4,0,0
"2370","Republican",0,1,1,3,3,3,1,0
"2371","Independent",1,5,5,5,5,5,1,1
"2372","Independent",0.25,5,1,3,5,4,0,1
"2373","Republican",0.5,2,1,2,2,2,0,0
"2374",NA,0.25,3,2,3,3,3,1,0
"2375","Democrat",1,4,2,2,5,4,1,1
"2376",NA,0.5,3,3,3,3,4,1,1
"2377","Republican",1,4,1,1,1,1,1,1
"2378","Democrat",0.25,3,1,4,4,3,1,1
"2379","Democrat",1,1,1,3,3,3,0,0
"2380","Democrat",0.5,3,1,3,5,3,1,1
"2381","Democrat",1,5,5,5,5,5,0,0
"2382","Republican",0.25,3,1,3,4,1,1,1
"2383","Democrat",0,2,1,3,5,5,1,1
"2384","Democrat",1,5,5,5,5,5,0,1
"2385",NA,0.25,4,4,4,4,4,1,0
"2386","Republican",0.75,5,1,5,5,5,0,0
"2387","Republican",0.5,4,3,3,2,3,1,1
"2388",NA,0.75,3,3,3,3,3,1,0
"2389","Democrat",0.25,4,5,5,4,4,1,0
"2390","Democrat",1,2,3,3,3,3,0,1
"2391","Republican",0.5,1,1,4,2,1,0,1
"2392",NA,0.75,1,1,1,5,5,1,0
"2393","Republican",0.75,3,1,3,5,1,1,1
"2394",NA,0.25,3,2,2,3,3,1,0
"2395","Democrat",1,5,5,5,5,5,0,1
"2396","Democrat",0.5,5,4,4,2,4,0,0
"2397","Republican",0.25,1,1,1,1,3,1,0
"2398","Independent",1,3,1,3,3,3,1,1
"2399","Democrat",0.5,2,1,2,4,3,0,1
"2400","Independent",0.5,2,1,2,3,2,0,1
"2401","Democrat",1,5,2,3,4,4,0,1
"2402","Independent",0.75,1,1,1,4,3,1,0
"2403","Independent",1,1,1,1,1,1,1,0
"2404","Democrat",0.75,3,2,3,5,3,0,1
"2405","Democrat",0,5,3,2,3,3,0,1
"2406",NA,0.75,2,1,3,4,3,0,0
"2407","Democrat",0,2,1,4,4,3,1,0
"2408","Independent",0.75,3,3,3,2,3,1,1
"2409","Independent",0,2,1,3,4,3,0,1
"2410","Republican",0.25,2,1,4,4,2,0,0
"2411","Independent",0.5,4,2,5,5,4,0,0
"2412","Democrat",0.5,4,3,3,4,3,0,1
"2413","Republican",0.25,5,2,4,3,5,0,1
"2414","Democrat",0.5,4,3,5,4,3,0,1
"2415",NA,0.5,3,1,3,3,3,0,1
"2416","Republican",0,4,2,4,5,3,0,1
"2417","Independent",1,3,1,1,3,3,1,1
"2418","Democrat",0.5,3,3,3,1,3,1,1
"2419","Democrat",0.25,3,2,4,4,2,1,1
"2420","Democrat",0.25,4,2,4,4,3,0,0
"2421","Democrat",0.75,4,4,4,4,5,0,1
"2422","Democrat",0.5,5,5,5,5,5,0,1
"2423","Independent",1,1,1,4,5,4,0,0
"2424","Democrat",0.25,1,1,4,3,3,1,1
"2425","Republican",0.75,4,1,1,3,2,1,0
"2426","Republican",0.75,3,1,3,4,3,1,1
"2427","Democrat",0.5,4,4,4,5,1,0,0
"2428","Republican",0.25,3,1,5,5,5,1,0
"2429",NA,0.5,2,1,3,4,2,1,1
"2430","Democrat",0.75,3,3,3,3,3,1,0
"2431",NA,0.25,3,2,2,2,3,0,0
"2432",NA,0.75,4,1,1,4,3,0,1
"2433","Democrat",0.5,3,1,3,5,3,1,0
"2434","Democrat",0.25,4,2,2,4,4,0,1
"2435",NA,0.5,3,3,3,3,3,1,0
"2436","Republican",0,1,1,1,4,3,0,1
"2437","Independent",0.75,1,1,3,4,2,1,0
"2438",NA,0.75,3,1,3,2,4,0,0
"2439",NA,0.25,3,3,4,4,4,0,0
"2440","Independent",0.25,3,3,3,3,3,1,1
"2441","Republican",1,3,3,3,3,3,1,1
"2442","Democrat",0.25,4,1,3,4,2,0,0
"2443","Independent",0.75,5,1,5,5,4,0,1
"2444","Democrat",0.75,3,1,3,4,4,0,0
"2445","Independent",0.25,5,4,3,2,3,1,1
"2446","Democrat",0.5,3,4,3,4,3,1,0
"2447","Republican",0.75,2,2,2,2,3,1,0
"2448","Democrat",0.25,3,5,3,2,5,0,1
"2449","Democrat",0.75,3,3,3,3,3,0,1
"2450","Independent",0.75,5,5,5,5,5,0,0
"2451","Independent",1,2,1,3,4,3,1,0
"2452","Republican",0.5,1,1,3,3,2,0,0
"2453","Democrat",0.75,1,1,1,1,5,1,1
"2454",NA,0.5,1,1,1,3,2,1,1
"2455","Independent",0.75,5,5,5,5,5,1,1
"2456","Independent",0.75,1,1,4,4,2,1,0
"2457",NA,1,3,3,3,3,3,1,0
"2458","Democrat",0.75,3,2,3,5,5,0,0
"2459","Republican",1,2,1,2,3,2,0,0
"2460","Independent",1,1,1,1,1,1,1,0
"2461","Independent",0.25,4,3,5,5,5,0,0
"2462","Republican",0.75,3,3,3,3,4,0,0
"2463","Democrat",1,3,3,3,3,4,0,1
"2464","Democrat",0.75,3,4,5,4,3,0,0
"2465","Independent",1,1,1,3,4,2,1,1
"2466","Democrat",1,3,1,2,1,1,0,1
"2467","Independent",0.5,1,1,4,4,2,1,0
"2468",NA,0.25,4,4,4,4,4,1,1
"2469","Republican",1,3,1,3,5,5,0,0
"2470","Democrat",0.75,3,2,5,5,5,0,0
"2471","Democrat",0.75,4,3,3,3,3,1,0
"2472","Democrat",1,3,1,3,1,3,1,1
"2473","Democrat",0.75,5,4,3,5,5,0,1
"2474","Republican",0.25,3,3,3,3,3,0,1
"2475","Republican",0.75,5,3,3,5,3,1,0
"2476","Republican",0.25,5,3,3,5,5,1,1
"2477","Democrat",0,2,2,2,3,2,1,0
"2478","Republican",0.75,3,4,2,3,4,0,0
"2479","Republican",0,2,1,3,4,3,1,0
"2480","Independent",1,1,1,1,1,1,0,0
"2481",NA,1,2,1,3,2,1,1,0
"2482","Independent",0.5,3,1,1,5,1,0,0
"2483","Republican",0,4,1,3,5,4,1,0
"2484","Independent",0.75,5,1,1,1,1,1,0
"2485","Democrat",1,4,1,4,3,5,1,1
"2486","Independent",0.25,1,1,1,1,2,1,0
"2487",NA,0.75,3,4,4,4,4,1,0
"2488","Democrat",0.75,2,1,4,2,5,0,1
"2489","Democrat",0.25,3,1,3,5,5,0,1
"2490","Republican",0.25,5,3,3,3,3,1,0
"2491","Democrat",0.75,2,1,1,4,1,0,0
"2492","Republican",0.75,5,1,5,1,3,1,1
"2493","Independent",0.75,1,1,3,3,2,0,1
"2494","Republican",0.25,3,1,3,3,2,0,1
"2495","Democrat",0.75,5,5,5,5,5,0,0
"2496","Democrat",0.25,4,1,3,5,1,0,1
"2497",NA,0,3,3,3,3,3,0,0
"2498","Democrat",0.75,5,4,5,5,5,0,1
"2499","Democrat",0.25,3,3,3,3,3,1,1
"2500","Independent",0.75,1,1,3,4,4,1,1
"2501","Democrat",0.5,5,4,4,3,3,1,0
"2502","Independent",0.5,2,1,3,3,2,0,1
"2503","Republican",0.5,2,3,3,3,3,1,1
"2504","Republican",0,3,3,3,3,3,1,1
"2505","Democrat",0.5,3,1,3,4,3,0,1
"2506","Republican",0.5,5,5,5,5,5,1,0
"2507","Democrat",1,2,1,3,4,2,0,1
"2508","Republican",0.5,5,4,3,5,3,0,1
"2509","Democrat",0.75,3,2,3,4,4,0,0
"2510","Independent",1,1,1,5,5,5,1,1
"2511","Democrat",0.75,5,1,3,4,4,0,0
"2512","Republican",0.75,1,2,2,2,3,0,1
"2513","Republican",0.75,3,1,3,3,3,1,1
"2514","Republican",0.75,4,2,5,2,2,0,1
"2515","Democrat",0,5,4,5,4,5,0,0
"2516","Democrat",1,4,1,1,4,2,0,0
"2517","Republican",0.75,2,1,3,4,3,1,1
"2518","Democrat",0.25,4,4,4,4,4,0,1
"2519","Republican",1,1,1,2,5,2,1,0
"2520",NA,1,3,1,4,4,4,1,1
"2521","Republican",1,1,1,3,3,3,0,1
"2522","Democrat",1,1,1,1,5,3,1,1
"2523","Democrat",1,4,1,2,4,4,1,0
"2524","Democrat",0,4,1,3,5,2,1,1
"2525","Independent",0.25,5,4,4,5,5,0,1
"2526","Independent",1,4,1,3,4,4,0,0
"2527","Democrat",0.5,1,1,4,4,3,1,1
"2528","Republican",0,3,3,3,3,3,1,0
"2529","Democrat",0.75,4,1,4,5,1,0,0
"2530",NA,0.5,4,4,4,4,4,1,0
"2531",NA,1,5,1,3,4,3,0,0
"2532","Democrat",0.75,3,1,3,4,4,0,0
"2533","Republican",0,3,3,3,3,3,0,0
"2534",NA,0.5,3,3,3,4,3,1,0
"2535","Democrat",1,4,1,3,4,2,1,0
"2536","Democrat",0.75,3,1,2,2,3,1,1
"2537","Republican",0.75,4,2,4,4,3,0,1
"2538",NA,1,3,1,3,4,3,1,0
"2539","Democrat",0.5,1,1,1,3,1,0,1
"2540","Democrat",0.75,3,1,3,1,3,1,0
"2541","Democrat",0.25,4,3,3,3,3,1,0
"2542",NA,0,2,2,2,3,2,0,1
"2543","Independent",1,4,1,2,4,5,0,0
"2544","Democrat",0.25,3,3,4,4,3,0,1
"2545","Independent",0.25,5,1,4,4,4,0,1
"2546",NA,1,4,2,4,5,5,1,0
"2547","Independent",0,2,2,3,3,3,1,0
"2548","Independent",0.25,3,1,3,4,3,1,0
"2549","Independent",0,3,3,3,3,3,1,0
"2550","Democrat",0,3,3,4,4,3,1,1
"2551","Republican",0.5,3,1,3,5,3,0,0
"2552","Republican",0.5,4,2,5,4,4,1,1
"2553","Republican",0.75,2,1,3,3,3,1,0
"2554","Democrat",0,5,4,4,4,2,0,0
"2555","Republican",0.75,2,1,3,4,2,1,0
"2556",NA,1,3,1,3,2,3,1,1
"2557","Independent",0.75,3,3,3,3,4,0,1
"2558",NA,0.25,1,1,1,1,1,1,1
"2559","Republican",0.25,3,1,2,2,4,0,1
"2560","Democrat",0,3,3,2,4,3,1,1
"2561",NA,0.25,5,3,5,5,4,0,1
"2562","Republican",1,3,1,3,4,3,0,0
"2563","Independent",0.25,1,1,4,4,2,1,0
"2564","Democrat",0.75,4,4,4,4,3,0,1
"2565",NA,1,5,1,4,3,2,0,1
"2566","Republican",0,4,4,2,4,1,0,1
"2567",NA,0.5,4,3,5,2,5,0,0
"2568","Democrat",0.5,5,1,3,4,4,0,1
"2569","Republican",0.5,2,1,3,3,1,0,1
"2570","Democrat",0.25,3,5,3,5,1,1,1
"2571","Republican",0.5,3,3,5,3,1,0,0
"2572","Democrat",0,4,2,4,4,2,1,1
"2573","Democrat",0.5,3,5,3,3,3,0,0
"2574",NA,0,4,4,2,4,4,0,1
"2575","Republican",0,2,2,2,3,2,1,1
"2576","Democrat",0.25,2,1,4,5,1,1,1
"2577","Republican",1,3,3,3,3,3,0,0
"2578","Republican",0.25,3,2,3,3,3,1,0
"2579",NA,0.5,3,3,3,3,3,1,0
"2580",NA,1,3,1,3,4,3,1,1
"2581","Independent",0.5,4,3,4,3,4,1,1
"2582","Democrat",0.75,3,3,3,3,3,1,0
"2583","Republican",0,5,2,3,4,2,0,0
"2584","Republican",0.5,1,1,2,2,2,1,0
"2585","Democrat",1,1,5,1,5,1,0,0
"2586","Democrat",0,5,5,4,5,2,0,0
"2587","Democrat",1,2,1,3,4,4,1,1
"2588","Democrat",0.75,4,2,3,3,2,0,1
"2589","Democrat",0,4,2,3,4,4,0,0
"2590",NA,0.25,3,3,3,3,3,0,0
"2591","Democrat",0,5,5,3,3,3,1,0
"2592","Republican",0.5,3,3,3,3,4,0,1
"2593","Republican",0,3,3,3,4,4,1,0
"2594",NA,0.25,3,1,5,5,5,0,0
"2595","Democrat",0,4,3,4,4,2,0,0
"2596","Democrat",0,4,1,3,2,2,1,1
"2597","Democrat",1,3,3,3,3,4,1,1
"2598","Democrat",1,3,3,3,3,3,1,0
"2599","Democrat",0,1,1,1,1,1,0,1
"2600","Democrat",0,3,4,3,5,3,1,1
"2601","Republican",0.25,1,1,4,4,4,1,1
"2602","Republican",0.25,4,2,4,5,3,0,0
"2603","Democrat",0,5,3,1,1,1,1,0
"2604","Democrat",0,3,3,3,4,3,0,1
"2605",NA,0.75,4,4,4,4,5,1,1
"2606","Republican",0,1,1,1,4,1,1,1
"2607","Democrat",0.5,1,1,3,3,4,1,1
"2608","Independent",0.75,1,1,1,1,1,1,1
"2609","Independent",0.25,1,1,2,1,1,1,1
"2610","Republican",0.75,2,1,2,1,2,1,1
"2611","Republican",0,5,1,1,5,5,0,0
"2612","Democrat",0.75,2,1,1,5,1,0,0
"2613","Democrat",0,4,4,4,4,4,0,1
"2614","Republican",0.25,3,3,3,3,4,1,1
"2615",NA,0.5,1,1,3,3,3,1,0
"2616","Democrat",1,3,1,3,2,3,1,0
"2617","Democrat",0,3,2,2,4,4,0,0
"2618",NA,0.75,1,1,4,5,4,1,0
"2619",NA,0.5,1,1,3,3,3,0,0
"2620",NA,0.5,1,1,3,4,2,1,1
"2621","Democrat",0.25,5,5,4,5,5,0,0
"2622",NA,0.75,3,3,3,3,3,0,0
"2623","Independent",0.25,5,5,5,5,5,1,1
"2624","Republican",0.25,4,1,3,4,5,0,0
"2625","Republican",0,4,3,3,3,3,1,0
"2626","Democrat",0,4,2,4,4,4,0,0
"2627",NA,0.5,3,3,3,3,3,0,0
"2628","Democrat",0.75,1,1,1,3,3,1,0
"2629","Democrat",0.5,4,2,5,5,5,1,1
"2630","Democrat",0,4,4,3,4,3,1,0
"2631","Democrat",0.5,3,3,4,4,4,0,0
"2632","Republican",0.75,2,1,4,4,4,0,1
"2633","Democrat",0,4,2,5,5,5,1,1
"2634","Democrat",0,3,1,4,5,2,1,1
"2635","Republican",0,4,3,3,4,2,0,1
"2636",NA,0.5,1,1,2,3,3,0,0
"2637","Independent",0.5,3,1,4,4,3,1,1
"2638","Republican",0,5,4,4,4,1,1,0
"2639","Republican",1,2,1,3,3,3,1,1
"2640","Republican",0.5,4,2,4,4,4,0,0
"2641","Democrat",0,5,3,4,5,5,0,1
"2642","Independent",0.75,4,1,3,3,2,0,1
"2643","Democrat",1,3,1,1,1,4,0,1
"2644","Democrat",0.25,3,1,2,4,1,0,0
"2645","Democrat",0.25,4,2,2,4,4,0,1
"2646","Democrat",1,2,1,3,4,3,1,0
"2647","Independent",0.5,1,1,2,2,3,1,0
"2648","Republican",0.25,4,4,3,3,3,1,1
"2649","Independent",0.75,4,4,4,4,4,0,1
"2650","Democrat",0,4,2,4,5,3,1,0
"2651","Republican",0,4,4,4,4,4,0,0
"2652","Democrat",0.75,4,2,4,4,4,0,1
"2653","Independent",0.5,3,1,3,4,1,0,1
"2654","Democrat",0,4,2,5,4,4,0,0
"2655","Democrat",0.25,5,1,4,4,5,1,1
"2656","Republican",0.5,3,3,3,3,3,1,0
"2657","Republican",0.5,2,1,2,4,1,0,1
"2658","Democrat",0,3,2,1,4,1,1,0
"2659","Independent",0.25,1,1,2,4,3,1,0
"2660","Democrat",1,3,1,4,5,3,0,1
"2661",NA,0.5,3,3,3,3,3,0,0
"2662",NA,0.25,4,2,3,3,3,1,1
"2663",NA,0.75,1,1,5,5,3,1,1
"2664","Democrat",0.75,5,5,5,5,5,1,0
"2665","Republican",1,2,1,1,3,5,0,0
"2666","Republican",0.25,3,3,3,3,3,0,1
"2667","Democrat",0.75,3,3,3,3,3,0,1
"2668","Democrat",0,3,4,3,4,4,1,1
"2669","Republican",0.5,1,1,2,5,2,0,1
"2670","Democrat",0.75,4,1,1,4,1,1,0
"2671","Democrat",0.5,2,1,2,2,2,1,0
"2672","Democrat",0,4,4,3,4,4,0,0
"2673",NA,1,2,1,2,2,2,1,1
"2674","Independent",0.5,1,1,5,5,5,0,0
"2675","Independent",0.5,2,1,4,4,2,0,0
"2676","Independent",0,3,1,2,4,1,0,1
"2677","Republican",0.25,1,3,4,5,4,1,1
"2678",NA,0.5,5,4,4,4,3,0,1
"2679",NA,1,1,1,1,1,1,0,0
"2680",NA,0.25,1,1,3,3,3,1,0
"2681","Independent",1,5,5,4,5,5,0,1
"2682",NA,0.5,2,2,3,3,3,1,0
"2683","Independent",0.75,3,1,1,4,3,0,0
"2684","Democrat",0.5,3,2,3,4,3,0,1
"2685",NA,0.75,3,1,3,4,3,0,1
"2686","Independent",0.25,4,4,4,4,5,1,0
"2687","Republican",0.5,1,1,4,4,4,1,0
"2688",NA,0.5,3,1,3,1,4,0,1
"2689","Republican",0.25,4,3,2,4,3,0,1
"2690","Republican",0.5,3,3,3,5,1,1,1
"2691","Democrat",0,4,5,5,5,5,1,1
"2692",NA,1,3,1,1,3,3,1,0
"2693","Republican",0,3,1,4,3,3,0,1
"2694","Independent",0.5,3,1,3,3,3,1,1
"2695","Republican",0,3,1,3,5,3,1,1
"2696",NA,0.75,3,3,3,3,3,0,0
"2697","Democrat",0,1,1,3,4,3,1,0
"2698","Democrat",0.25,3,1,3,4,3,0,1
"2699","Democrat",0.5,4,1,4,4,4,0,0
"2700","Independent",0.75,2,1,2,3,3,1,0
"2701","Democrat",0.5,2,2,2,4,2,1,0
"2702","Democrat",0,4,1,4,4,1,0,1
"2703","Independent",0.75,1,1,1,1,1,1,0
"2704",NA,0.75,3,3,3,3,3,0,1
"2705","Independent",1,3,2,4,3,5,0,1
"2706","Democrat",0,5,3,5,5,2,0,1
"2707",NA,0.75,3,1,3,3,1,0,0
"2708",NA,0,4,1,2,5,2,0,0
"2709","Democrat",0,3,2,3,4,2,0,0
"2710","Republican",0.5,3,1,3,5,3,1,1
"2711","Democrat",0.5,4,2,4,4,2,0,0
"2712",NA,0.5,4,1,5,5,4,0,0
"2713",NA,0.75,3,3,3,3,3,1,0
"2714","Democrat",0.5,3,1,3,3,1,1,1
"2715","Republican",0,4,2,4,5,3,0,0
"2716","Republican",0.5,3,3,3,1,1,1,1
"2717","Democrat",0,4,2,3,3,2,1,1
"2718","Republican",0.5,4,1,3,4,3,0,1
"2719","Republican",0.25,4,2,3,3,1,0,0
"2720","Republican",0.5,2,2,2,2,2,1,0
"2721","Republican",0.5,4,4,4,4,2,0,0
"2722",NA,0.25,5,5,5,5,5,0,0
"2723","Republican",0,2,3,3,4,4,1,1
"2724","Independent",0.25,3,3,3,3,3,1,0
"2725","Independent",0,2,2,2,2,4,1,1
"2726","Democrat",1,4,1,4,4,2,1,1
"2727",NA,0,5,3,3,4,3,0,1
"2728","Democrat",0,3,3,3,3,3,0,1
"2729","Republican",0.25,4,2,4,4,3,0,0
"2730","Democrat",0,4,4,1,4,1,0,0
"2731","Republican",1,1,1,1,1,1,0,1
"2732",NA,0,1,5,3,3,1,1,1
"2733",NA,0.5,3,3,3,3,3,0,1
"2734","Democrat",0.5,4,2,4,4,2,1,0
"2735","Independent",0.75,2,2,2,3,3,0,1
"2736","Republican",0.5,2,2,4,4,1,1,1
"2737","Republican",0,4,1,3,4,2,1,1
"2738","Independent",0.25,3,1,3,4,2,1,1
"2739","Republican",0.25,5,3,3,5,5,0,1
"2740","Democrat",0.25,4,1,4,5,4,0,0
"2741","Democrat",0.25,4,3,4,4,3,1,0
"2742",NA,0.25,3,1,3,4,3,1,1
"2743","Democrat",1,1,1,2,4,2,1,1
"2744","Republican",0.5,1,1,2,4,1,1,0
"2745","Republican",0.5,3,2,3,3,2,0,0
"2746","Independent",1,1,1,5,5,5,1,1
"2747","Democrat",0,5,2,3,2,3,0,0
"2748","Republican",1,2,2,2,4,4,1,0
"2749",NA,0.5,3,3,3,3,3,0,1
"2750","Republican",0,5,1,4,5,4,0,1
"2751","Democrat",1,1,1,3,1,1,1,1
"2752","Democrat",0.75,1,1,3,3,3,1,0
"2753","Independent",0.5,2,1,3,4,2,0,1
"2754","Republican",0.75,4,3,4,3,4,1,1
"2755","Independent",0.5,3,3,3,3,3,0,0
"2756","Democrat",0.5,3,1,2,3,5,0,0
"2757",NA,0,5,5,5,5,5,0,0
"2758","Democrat",0.25,3,1,3,3,1,1,1
"2759","Democrat",0.75,2,2,5,4,2,1,1
"2760",NA,0.75,3,3,3,3,4,1,1
"2761","Independent",0.5,3,1,3,4,1,0,1
"2762","Independent",0.25,3,1,4,4,4,1,0
"2763","Democrat",0,5,4,3,4,1,0,0
"2764",NA,0,5,3,3,4,2,0,1
"2765","Democrat",0,5,5,3,4,1,1,0
"2766",NA,0.25,2,2,4,4,2,1,0
"2767","Democrat",0.25,3,3,3,3,3,0,1
"2768","Republican",0.5,2,1,2,3,2,1,1
"2769",NA,0.25,1,1,4,4,3,0,1
"2770","Democrat",0.25,3,1,1,3,3,1,0
"2771","Democrat",0.5,3,3,4,4,1,1,1
"2772",NA,0.5,2,3,4,5,4,1,1
"2773","Democrat",0,3,3,3,3,3,0,0
"2774","Democrat",0.25,3,2,2,3,2,0,0
"2775",NA,0.75,3,3,3,3,3,0,1
