"pid" "gender" "age" "Weight1" "Weight2" "Weight3" "time_az" "interests" "identity_AZ" "identity_US" "needs_met" "rep_ideo" "dem_ideo" "covid_affected" "covid_finance" "wear_mask" "public_mask" "k12" "college" "trump_covid" "ducey_covid" "mayor_covid" "border_wall" "imm_citizenship" "imm_hurt_az" "imm_hurt_culture" "oppose_race_protests" "interact_law" "positive_law" "registered" "plan_to_vote_pres" "vote_pres" "plan_to_vote_senate" "vote_senate" "rep_ft" "dem_ft" "rep_ft_people" "dem_ft_people" "conservative" "hispanic" "race" "christian" "income" "children"
"517" 1 2 1 0.87 7.71 6.14 "More than 10 Years" 2 4 5 4 4 4 2 3 1 1 1 1 5 5 2 5 1 1 1 1 5 5 1 1 2 1 1 20 50 10 70 1 0 1 2 1 0
"518" 2 2 1 0.87 7.71 6.14 "More than 10 Years" 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 0 3 3 3 3 9 50 50 50 3 0 1 5 1 0
"519" 2 2 1 0.87 7.71 6.14 "More than 10 Years" 5 1 1 5 3 3 2 3 4 5 1 1 3 3 3 3 3 3 3 3 1 3 1 5 3 5 3 0 0 0 0 3 0 1 6 1 0
"520" 2 2 1 1.56 7.71 5.1 "<5 years" 1 2 2 2 2 2 2 3 2 4 4 4 3 3 3 2 2 2 2 2 3 2 1 3 3 2 3 5 5 5 5 2 0 2 6 1 0
"521" 1 2 1 0.57 7.71 4.08 "<5 years" 2 6 3 5 4 5 2 3 5 5 4 4 2 4 3 1 4 4 3 5 5 4 1 4 3 2 3 12 43 12 45 2 0 1 2 2 0
"522" 1 2 1 0.57 7.71 4.08 "More than 10 Years" 1 1 1 1 1 1 2 3 1 1 2 3 2 3 3 3 2 2 1 3 1 1 1 1 4 1 4 90 100 90 90 4 0 1 2 2 0
"523" 2 2 1 3.97 7.71 14.93 "More than 10 Years" 3 3 3 3 3 2 2 3 3 2 1 4 3 3 3 1 4 3 3 2 4 2 1 3 3 2 2 50 50 50 50 3 1 1 2 2 0
"524" 2 2 1 0.56 7.71 4.11 "More than 10 Years" 3 4 1 3 3 3 2 1 1 1 1 1 3 3 2 3 3 3 3 4 5 3 1 3 3 2 3 50 50 50 50 3 0 1 1 3 0
"525" 3 2 1 0.56 7.71 4.11 "<5 years" 3 4 2 3 2 4 3 3 2 1 3 3 2 3 3 1 5 4 4 4 5 4 1 1 5 3 3 60 0 50 50 5 0 1 1 3 0
"526" 1 2 1 3.88 7.71 15.03 "More than 10 Years" 2 2 5 2 4 1 2 3 2 2 2 1 2 4 1 4 1 2 1 2 2 1 1 3 2 2 4 67 47 89 56 2 1 1 6 3 0
"527" 3 2 1 0.87 7.71 6.14 "<5 years" 1 7 7 5 5 5 3 3 5 5 5 5 5 5 5 5 5 5 5 4 5 5 0 5 3 3 3 0 0 0 0 1 0 1 1 1 1
"528" 1 2 1 0.57 7.71 4.08 "More than 10 Years" 1 3 3 4 2 3 2 1 1 1 2 4 5 5 5 4 1 2 3 1 5 3 1 1 2 1 1 70 70 40 50 1 0 1 1 2 1
"529" 1 2 1 3.97 7.71 14.93 "<5 years" 2 2 2 2 3 3 1 1 2 1 2 2 1 2 1 2 1 2 1 2 1 2 1 1 1 2 2 5 5 3 5 3 1 1 2 2 1
"530" 1 2 1 1.02 7.71 3.39 "5-10 years" 2 5 3 2 3 2 2 3 3 2 3 2 2 2 1 1 3 2 1 4 3 3 1 3 2 3 1 100 100 100 0 3 0 2 2 2 1
"531" 3 2 1 0.56 7.71 4.11 "More than 10 Years" 4 2 7 3 2 2 2 3 3 3 2 2 5 4 3 5 3 1 5 5 5 5 0 5 4 4 5 20 1 34 2 1 0 1 1 3 1
"532" 3 2 1 3.88 7.71 15.03 "More than 10 Years" 4 1 3 1 2 3 2 1 2 1 2 1 1 2 1 1 1 1 2 2 1 1 1 1 4 1 4 90 80 80 80 3 1 1 2 3 1
"533" 1 2 1 3.37 7.71 5.63 "More than 10 Years" 2 5 5 3 2 2 2 1 3 3 2 5 3 2 1 3 3 3 3 4 4 3 0 4 4 5 3 22 0 100 0 4 1 3 3 3 1
"534" 3 2 2 0.87 3.16 2.97 "More than 10 Years" 1 1 1 5 2 5 2 1 1 5 3 3 2 2 2 2 2 4 4 4 5 2 1 1 5 1 5 50 0 80 10 3 0 1 2 1 0
"535" 3 2 2 0.87 3.16 2.97 "5-10 years" 4 3 1 3 2 4 2 3 1 1 2 2 1 4 2 1 5 3 3 2 2 2 1 1 5 2 5 75 5 75 0 3 0 1 3 1 0
"536" 2 2 2 0.87 3.16 2.97 "More than 10 Years" 1 1 1 3 3 3 3 3 4 5 3 3 3 3 2 2 3 2 3 3 1 1 0 3 3 3 3 9 9 9 9 3 0 1 5 1 0
"537" 2 2 2 0.87 3.16 2.97 "<5 years" 5 7 1 5 1 1 2 1 3 5 5 3 1 5 5 1 5 5 5 4 3 5 1 3 5 3 3 50 0 0 0 3 0 1 5 1 0
"538" 1 2 2 4.77 3.16 15.11 "<5 years" 2 3 5 2 3 1 2 1 3 4 1 3 1 4 2 1 5 3 2 3 3 2 0 2 1 3 3 33 40 44 100 3 0 4 5 1 0
"539" 1 2 2 0.87 3.16 2.97 "More than 10 Years" 1 5 5 4 2 2 2 3 1 1 1 1 5 5 2 5 1 2 2 1 5 3 1 1 1 1 1 10 75 10 75 2 0 1 6 1 0
"540" 1 2 2 0.87 3.16 2.97 "More than 10 Years" 2 6 1 3 2 3 2 1 3 5 4 4 5 4 3 4 1 2 1 4 3 4 1 1 1 2 2 0 80 50 80 2 0 1 6 1 0
"541" 2 2 2 0.87 3.16 2.97 "More than 10 Years" 5 7 1 5 3 3 2 3 2 3 3 3 3 5 5 3 1 1 1 4 5 3 1 3 3 3 3 0 0 0 0 3 0 1 6 1 0
"542" 2 2 2 0.87 3.16 2.97 "<5 years" 4 2 1 4 3 3 2 3 1 3 5 5 2 2 2 1 1 3 4 5 5 1 1 1 5 1 5 50 0 90 10 3 0 1 6 1 0
"543" 1 2 2 6.08 3.16 10.86 "More than 10 Years" 3 2 1 4 2 3 2 3 1 1 1 1 5 4 2 4 1 3 3 1 5 1 1 1 1 1 1 10 90 10 90 2 1 1 6 1 0
"544" 1 2 2 0.76 3.16 1.11 "More than 10 Years" 3 4 4 3 2 3 2 3 1 2 3 3 5 2 3 4 3 3 3 4 5 1 1 1 1 1 1 10 65 30 40 3 0 3 6 1 0
"545" 3 2 2 0.57 3.16 1.97 "More than 10 Years" 4 3 1 3 4 3 2 3 2 2 2 3 2 2 2 2 4 2 2 5 5 2 1 1 5 2 5 80 0 80 0 4 0 1 1 2 0
"546" 2 2 2 3.12 3.16 10.05 "More than 10 Years" 3 6 1 3 3 3 2 3 1 1 1 1 5 5 3 3 5 3 3 3 5 1 0 5 3 5 1 3 5 1 1 3 0 4 1 2 0
"547" 1 2 2 0.57 3.16 1.97 "More than 10 Years" 1 5 5 3 3 3 2 3 1 1 4 3 5 5 2 4 1 1 1 3 5 3 1 1 1 1 1 0 100 0 100 1 0 1 2 2 0
"548" 1 2 2 0.57 3.16 1.97 "More than 10 Years" 1 2 2 2 4 2 2 3 2 1 3 1 5 5 1 4 1 1 1 2 5 3 1 1 1 1 1 0 70 0 65 3 0 1 2 2 0
"549" 3 2 2 0.57 3.16 1.97 "5-10 years" 4 3 2 3 2 4 2 3 2 2 3 2 5 2 3 2 3 2 3 3 5 2 1 1 3 1 4 50 40 60 40 4 0 1 2 2 0
"550" 1 2 2 0.49 3.16 0.74 "5-10 years" 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 1 1 2 2 1 2 2 1 2 2 2 2 88 88 99 88 2 0 3 2 2 0
"551" 3 2 2 0.49 3.16 0.74 "<5 years" 3 1 1 1 1 5 2 3 1 1 3 3 1 2 3 1 1 2 3 4 2 1 1 1 5 1 5 75 0 100 0 4 0 3 2 2 0
"552" 2 2 2 0.57 3.16 1.97 "More than 10 Years" 4 6 2 4 2 2 2 3 1 1 1 1 5 5 3 4 1 2 3 2 5 3 1 1 1 1 1 5 10 50 50 3 0 1 3 2 0
"553" 3 2 2 0.57 3.16 1.97 "More than 10 Years" 4 3 1 3 3 3 2 3 1 5 5 5 1 5 3 1 5 5 5 4 4 3 1 1 5 1 4 85 0 80 0 5 0 1 5 2 0
"554" 1 2 2 7.15 3.16 6 "More than 10 Years" 2 3 1 3 1 2 2 1 1 2 5 5 5 5 4 4 3 4 3 1 3 3 0 2 3 3 3 50 75 25 75 2 1 2 5 2 0
"555" 3 2 2 0.57 3.16 1.97 "More than 10 Years" 4 2 1 2 2 5 2 3 3 2 5 2 2 4 4 1 2 5 5 2 5 1 1 1 5 1 5 0 0 75 0 4 0 1 6 2 0
"556" 3 2 2 3.46 3.16 2.71 "More than 10 Years" 3 4 1 3 3 5 2 3 1 2 2 2 1 2 3 1 5 5 5 4 5 3 1 2 5 2 5 95 0 97 0 3 1 3 6 2 0
"557" 3 2 2 0.56 3.16 1.99 "5-10 years" 1 2 1 2 2 3 2 3 1 1 1 1 4 2 1 1 5 1 3 4 5 1 1 1 5 4 3 65 10 78 50 4 0 1 2 3 0
"558" 1 2 2 0.56 3.16 1.99 "More than 10 Years" 3 1 1 4 3 3 1 3 1 1 1 1 5 3 2 4 4 2 2 4 5 2 1 1 6 1 2 20 40 20 50 2 0 1 6 3 0
"559" 1 2 2 0.48 3.16 0.74 "More than 10 Years" 4 3 2 4 3 2 2 3 2 1 1 1 5 5 2 4 1 2 2 2 5 2 1 1 1 1 1 10 80 65 80 3 0 3 6 3 0
"560" 3 2 2 0.78 3.16 2.43 "5-10 years" 1 3 1 3 3 2 2 1 1 1 4 4 2 2 1 1 1 2 2 4 3 2 1 1 5 1 5 65 10 90 35 4 0 1 1 4 0
"561" 2 2 2 0.78 3.16 2.43 "More than 10 Years" 1 3 2 3 2 3 2 3 2 2 2 2 4 2 2 2 2 2 3 2 2 3 1 1 5 3 3 50 50 50 50 3 0 1 2 4 0
"562" 1 2 2 0.78 3.16 2.43 "More than 10 Years" 1 3 3 3 3 3 1 3 1 2 1 2 5 5 5 4 1 3 4 2 5 1 1 1 1 1 1 8 65 22 55 2 0 1 6 4 0
"563" 1 2 2 0.78 3.16 2.43 "More than 10 Years" 1 3 2 4 2 2 2 3 2 1 3 3 5 5 2 4 2 2 3 3 5 1 1 1 1 1 1 2 17 36 49 2 0 1 6 4 0
"564" 1 2 2 0.78 3.16 2.43 "More than 10 Years" 1 3 3 3 2 3 2 3 1 1 1 1 5 5 1 5 1 1 1 1 5 2 1 1 1 1 1 1 50 0 50 2 0 1 6 4 0
"565" 2 2 2 0.78 3.16 2.43 "More than 10 Years" 3 4 1 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 5 1 1 2 3 2 3 50 50 50 50 3 0 1 6 4 0
"566" 3 2 2 0.78 3.16 2.43 "More than 10 Years" 3 3 3 5 3 3 2 3 1 1 3 3 5 5 1 1 5 5 4 4 5 5 1 1 3 1 1 50 50 50 50 4 0 1 6 4 0
"567" 1 2 2 0.68 3.16 0.91 "<5 years" 1 4 4 3 3 3 2 3 2 1 3 3 3 3 3 3 3 3 3 3 5 3 1 2 2 2 3 10 60 10 60 4 0 3 6 4 0
"568" 3 2 2 6.08 3.16 10.86 "More than 10 Years" 1 2 2 2 2 2 2 1 2 1 1 1 1 2 1 2 2 2 1 2 1 2 1 1 5 1 5 70 60 80 70 4 1 1 2 1 1
"569" 2 2 2 0.87 3.16 2.97 "More than 10 Years" 1 3 1 3 2 3 2 3 1 1 4 4 2 4 5 1 5 5 5 4 3 1 1 1 6 1 5 50 50 50 50 3 0 1 5 1 1
"570" 2 2 2 0.76 3.16 1.11 "5-10 years" 2 3 3 2 3 3 2 3 1 2 2 2 4 3 2 2 4 3 3 3 3 2 0 4 2 4 3 50 60 45 55 3 0 3 6 1 1
"571" 3 2 2 0.57 3.16 1.97 "5-10 years" 1 3 1 4 1 3 2 3 1 2 5 5 2 3 1 2 2 3 3 2 5 1 1 1 4 1 4 50 10 60 10 4 0 1 1 2 1
"572" 1 2 2 3.97 3.16 7.22 "More than 10 Years" 1 2 1 4 4 4 2 3 1 1 1 1 5 5 2 4 1 2 2 4 5 4 1 1 1 1 1 0 75 0 75 2 1 1 1 2 1
"573" 1 2 2 0.64 3.16 4.93 "<5 years" 4 6 6 5 1 3 2 3 1 1 1 1 5 5 5 4 1 1 1 1 4 3 1 1 1 1 1 0 60 0 50 1 0 5 6 2 1
"574" 3 2 2 0.56 3.16 1.99 "More than 10 Years" 1 1 1 1 3 1 2 3 1 1 1 1 1 1 1 1 2 1 2 2 2 1 1 1 5 1 5 75 45 85 40 3 0 1 1 3 1
"575" 1 2 2 0.56 3.16 1.99 "More than 10 Years" 1 1 1 1 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 99 99 80 80 1 0 1 2 3 1
"576" 2 2 2 0.56 3.16 1.99 "More than 10 Years" 1 1 1 1 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 22 2 2 5 0 1 5 3 1
"577" 3 2 2 3.88 3.16 7.27 "More than 10 Years" 3 2 2 3 3 3 2 3 1 1 1 1 5 5 2 4 1 1 1 1 5 3 1 1 1 1 1 0 70 50 50 3 1 1 6 3 1
"578" 2 2 2 0.78 3.16 2.43 "5-10 years" 3 2 1 1 4 4 2 3 1 1 1 1 2 3 2 2 2 2 2 2 1 3 1 1 1 1 1 10 5 6 3 1 0 1 1 4 1
"579" 2 2 2 0.78 3.16 2.43 "More than 10 Years" 1 4 4 3 3 3 2 3 2 4 3 2 3 3 3 3 4 4 3 4 5 1 1 1 6 1 6 0 0 0 0 3 0 1 1 4 1
"580" 3 2 2 0.78 3.16 2.43 "More than 10 Years" 5 1 1 1 3 2 1 3 1 1 1 4 1 1 1 1 1 2 1 1 3 1 1 1 4 1 4 75 50 75 70 3 0 1 1 4 1
"581" 2 2 2 0.78 3.16 2.43 "More than 10 Years" 2 1 1 4 3 2 2 3 2 3 5 3 5 2 2 4 1 1 3 2 5 1 1 1 6 1 6 5 5 50 50 3 0 1 2 4 1
"582" 1 2 2 0.78 3.16 2.43 "More than 10 Years" 1 3 1 3 3 2 2 3 1 1 1 1 5 4 2 4 1 1 2 1 5 1 1 1 1 1 1 10 35 50 50 2 0 1 6 4 1
"583" 1 2 2 5.43 3.16 8.88 "More than 10 Years" 1 2 3 2 2 1 2 3 1 1 1 1 3 3 2 4 2 4 2 3 3 2 1 2 3 2 3 49 51 50 50 3 1 1 6 4 1
"584" 1 2 3 0.87 0.84 0.9 "<5 years" 1 3 1 3 2 2 2 3 2 2 2 2 2 3 2 2 2 2 2 2 4 2 1 1 1 1 1 35 55 25 75 1 0 1 2 1 0
"585" 3 2 3 0.87 0.84 0.9 "5-10 years" 1 1 1 4 1 3 2 3 4 5 5 5 1 5 5 1 5 3 3 5 1 1 1 1 5 1 5 100 0 100 0 3 0 1 2 1 0
"586" 3 2 3 0.87 0.84 0.9 "5-10 years" 4 5 1 3 3 5 2 3 2 5 5 5 1 3 3 5 5 5 5 4 3 1 1 1 5 1 5 75 25 90 15 3 0 1 2 1 0
"587" 3 2 3 0.87 0.84 0.9 "More than 10 Years" 1 3 1 4 1 5 2 3 1 1 1 1 1 2 4 1 5 5 5 4 5 1 1 1 5 1 5 90 0 100 75 3 0 1 2 1 0
"588" 3 2 3 0.87 0.84 0.9 "More than 10 Years" 3 4 1 4 1 5 2 3 1 2 5 5 1 2 3 1 5 5 5 4 5 1 1 1 5 1 5 75 0 75 50 5 0 1 2 1 0
"589" 3 2 3 0.87 0.84 0.9 "More than 10 Years" 1 1 1 3 3 3 2 3 1 5 5 5 1 1 1 1 5 3 3 5 5 1 1 1 5 1 5 100 0 100 0 5 0 1 2 1 0
"590" 1 2 3 0.98 0.84 2.25 "More than 10 Years" 4 4 3 4 1 4 2 3 1 1 1 1 4 5 1 2 5 4 3 4 4 3 1 1 3 1 3 55 65 35 50 4 0 5 2 1 0
"591" 1 2 3 0.87 0.84 0.9 "More than 10 Years" 2 1 2 5 1 3 2 3 1 1 1 1 5 5 5 4 1 1 1 1 3 1 1 1 1 1 1 12 99 1 99 1 0 1 5 1 0
"592" 2 2 3 0.87 0.84 0.9 "5-10 years" 4 3 1 3 2 3 2 3 1 2 4 1 5 4 4 4 5 1 3 3 3 1 1 2 6 1 1 1 2 50 50 1 0 1 6 1 0
"593" 3 2 3 0.87 0.84 0.9 "More than 10 Years" 1 1 1 3 1 5 2 1 2 5 5 1 1 1 3 1 2 4 4 4 1 1 1 1 5 1 5 85 25 95 5 4 0 1 6 1 0
"594" 3 2 3 0.87 0.84 0.9 "<5 years" 4 5 1 3 3 3 2 3 3 5 3 3 2 2 2 1 5 4 5 4 5 1 1 1 5 1 5 90 0 100 0 4 0 1 6 1 0
"595" 3 2 3 0.87 0.84 0.9 "<5 years" 1 7 1 2 3 4 2 3 2 5 5 5 1 1 2 1 5 5 5 5 5 4 1 1 5 1 5 50 0 95 0 4 0 1 6 1 0
"596" 3 2 3 0.87 0.84 0.9 "More than 10 Years" 4 2 1 5 3 5 2 3 5 5 5 5 2 5 4 1 5 5 5 4 5 1 1 1 5 1 5 7 1 25 1 5 0 1 6 1 0
"597" 2 2 3 0.76 0.84 0.34 "More than 10 Years" 5 7 6 5 1 3 2 1 1 1 1 1 5 5 2 1 2 5 5 4 3 1 1 1 1 1 1 0 40 0 55 3 0 3 6 1 0
"598" 1 2 3 0.98 0.84 2.25 "5-10 years" 2 4 3 5 1 3 2 3 1 1 1 1 5 5 5 4 1 1 1 2 5 3 1 1 1 1 1 0 45 0 80 2 0 5 6 1 0
"599" 1 2 3 0.57 0.84 0.6 "More than 10 Years" 4 7 5 5 2 3 2 1 1 1 1 1 5 5 2 4 1 1 1 2 5 2 1 1 1 1 1 0 99 0 100 2 0 1 1 2 0
"600" 1 2 3 0.57 0.84 0.6 "More than 10 Years" 4 1 1 3 3 3 2 3 2 1 3 2 5 4 2 2 2 2 2 4 5 1 1 1 1 1 1 60 70 60 75 3 0 1 1 2 0
"601" 3 2 3 0.57 0.84 0.6 "<5 years" 3 4 4 3 3 3 2 3 3 3 3 2 3 3 3 3 3 2 3 3 5 3 1 1 4 3 3 50 51 52 50 4 0 1 1 2 0
"602" 3 2 3 0.57 0.84 0.6 "5-10 years" 1 3 1 3 3 3 2 3 2 2 4 4 2 2 2 1 4 4 4 4 5 1 1 1 5 1 5 85 10 90 10 4 0 1 1 2 0
"603" 3 2 3 0.57 0.84 0.6 "More than 10 Years" 4 2 2 1 1 2 2 3 3 5 5 5 1 5 4 1 1 5 5 4 5 1 1 1 5 1 5 90 1 100 1 4 0 1 1 2 0
"604" 2 2 3 3.97 0.84 2.19 "<5 years" 1 4 1 3 3 2 2 3 2 4 5 4 3 2 4 2 2 3 3 4 5 1 1 1 4 1 4 50 15 70 30 3 1 1 1 2 0
"605" 1 2 3 1.02 0.84 0.5 "More than 10 Years" 4 2 2 4 1 3 2 3 1 1 2 1 5 4 1 4 1 5 2 2 5 1 1 1 1 1 1 20 70 10 60 2 0 2 1 2 0
"606" 1 2 3 0.57 0.84 0.6 "More than 10 Years" 4 3 3 4 3 2 2 3 1 1 1 1 5 5 2 4 2 2 2 2 5 2 1 1 1 1 1 0 55 5 50 3 0 1 2 2 0
"607" 1 2 3 0.57 0.84 0.6 "More than 10 Years" 2 2 1 4 2 2 2 3 2 5 5 5 2 3 2 1 1 1 1 4 3 1 1 1 5 1 5 40 50 40 50 3 0 1 2 2 0
"608" 3 2 3 0.57 0.84 0.6 "More than 10 Years" 3 4 3 3 3 3 2 3 1 1 3 3 4 5 4 2 2 2 3 2 5 3 1 1 2 1 1 50 50 50 50 3 0 1 2 2 0
"609" 3 2 3 0.57 0.84 0.6 "More than 10 Years" 2 4 1 4 3 4 2 3 2 3 5 5 1 2 5 1 5 5 5 4 5 1 1 1 5 1 5 80 0 80 0 4 0 1 2 2 0
"610" 3 2 3 0.57 0.84 0.6 "More than 10 Years" 1 4 4 2 2 4 2 1 2 2 4 4 1 1 3 1 5 4 4 1 1 1 0 1 5 1 5 99 0 75 25 5 0 1 2 2 0
"611" 3 2 3 0.57 0.84 0.6 "More than 10 Years" 1 2 1 3 1 5 2 1 1 2 1 1 4 3 3 1 2 4 5 4 5 1 1 1 5 1 5 6 0 90 0 5 0 1 2 2 0
"612" 1 2 3 0.57 0.84 0.6 "More than 10 Years" 1 3 1 3 3 3 2 3 1 1 1 1 5 5 2 4 2 2 2 4 5 1 1 1 1 1 1 0 90 0 90 3 0 1 3 2 0
"613" 1 2 3 0.57 0.84 0.6 "5-10 years" 5 7 6 5 1 3 2 3 2 1 1 1 5 5 5 1 2 1 3 1 5 3 1 1 1 1 1 0 75 0 100 1 0 1 6 2 0
"614" 1 2 3 0.57 0.84 0.6 "More than 10 Years" 4 4 3 3 5 3 2 3 1 1 2 2 5 4 2 4 2 2 4 4 5 1 1 1 1 1 1 0 80 10 90 3 0 1 6 2 0
"615" 2 2 3 0.57 0.84 0.6 "More than 10 Years" 3 4 2 5 4 3 2 3 1 3 5 5 1 3 3 1 5 3 3 4 5 1 1 1 5 1 3 75 0 50 20 3 0 1 6 2 0
"616" 2 2 3 0.57 0.84 0.6 "5-10 years" 3 4 1 4 5 4 2 3 1 1 1 1 3 3 3 3 3 4 4 3 3 3 0 5 3 3 3 1 5 0 0 3 0 1 6 2 0
"617" 2 2 3 0.57 0.84 0.6 "More than 10 Years" 3 1 1 3 4 3 2 3 2 5 5 5 3 3 4 4 2 3 2 4 5 1 1 1 6 1 6 50 25 50 50 3 0 1 6 2 0
"618" 3 2 3 0.57 0.84 0.6 "<5 years" 3 2 1 3 3 3 2 3 4 4 3 3 1 3 3 1 4 3 4 4 5 1 1 1 5 3 4 90 10 100 10 3 0 1 6 2 0
"619" 2 2 3 0.57 0.84 0.6 "More than 10 Years" 3 1 1 3 3 3 2 3 2 5 4 4 2 4 5 2 2 3 3 3 3 2 1 1 3 1 3 60 10 50 50 4 0 1 6 2 0
"620" 3 2 3 0.57 0.84 0.6 "More than 10 Years" 4 3 1 3 3 5 2 3 1 1 3 3 5 4 2 1 4 4 5 5 5 1 1 1 1 1 5 55 30 70 70 4 0 1 6 2 0
"621" 3 2 3 0.57 0.84 0.6 "More than 10 Years" 4 1 1 3 2 5 1 3 1 5 5 5 1 1 1 1 4 2 2 4 4 1 1 1 5 1 5 100 0 100 0 4 0 1 6 2 0
"622" 3 2 3 0.49 0.84 0.22 "More than 10 Years" 3 3 1 2 2 4 2 3 2 4 4 4 2 2 2 2 2 2 3 4 5 2 1 1 5 1 5 90 5 90 5 4 0 3 6 2 0
"623" 1 2 3 0.56 0.84 0.6 "More than 10 Years" 3 2 1 3 2 2 2 3 1 1 2 2 5 2 2 4 1 2 3 1 5 3 1 1 1 1 1 0 80 0 90 2 0 1 1 3 0
"624" 2 2 3 0.56 0.84 0.6 "5-10 years" 1 4 2 3 2 3 2 3 1 2 4 3 5 3 1 4 2 3 3 3 4 1 1 1 1 1 1 45 50 76 76 3 0 1 2 3 0
"625" 2 2 3 0.56 0.84 0.6 "More than 10 Years" 1 2 3 3 2 3 2 1 1 1 3 3 3 3 3 2 1 2 3 1 5 1 0 5 3 5 3 50 50 50 50 3 0 1 2 3 0
"626" 3 2 3 0.56 0.84 0.6 "<5 years" 1 6 1 4 3 2 2 1 1 1 1 1 2 4 2 1 2 4 3 2 5 1 1 1 4 1 4 60 30 50 50 3 0 1 2 3 0
"627" 3 2 3 0.56 0.84 0.6 "More than 10 Years" 4 2 1 1 3 4 2 3 1 3 3 4 2 2 5 1 2 4 4 4 5 1 1 1 5 1 4 50 17 80 20 3 0 1 2 3 0
"628" 1 2 3 0.56 0.84 0.6 "5-10 years" 4 2 1 5 4 5 2 3 1 2 5 5 3 2 3 1 5 4 5 1 5 1 1 1 5 1 5 65 10 75 4 4 0 1 2 3 0
"629" 3 2 3 0.56 0.84 0.6 "More than 10 Years" 3 5 2 3 2 3 2 3 2 4 3 3 4 4 3 4 1 3 2 3 5 2 1 2 3 1 2 50 10 70 50 4 0 1 2 3 0
"630" 3 2 3 0.56 0.84 0.6 "<5 years" 1 2 1 3 2 3 2 3 2 5 4 4 1 1 1 1 1 2 3 4 3 1 1 1 5 1 5 90 10 100 10 4 0 1 2 3 0
"631" 3 2 3 0.56 0.84 0.6 "<5 years" 1 3 1 2 3 3 2 3 2 2 3 4 2 1 2 2 3 4 3 4 5 1 1 1 5 1 5 75 25 90 5 4 0 1 2 3 0
"632" 3 2 3 0.56 0.84 0.6 "More than 10 Years" 1 1 1 3 2 5 2 3 2 2 5 2 1 2 2 1 5 4 5 4 5 1 1 1 5 1 5 80 10 100 0 4 0 1 2 3 0
"633" 3 2 3 0.56 0.84 0.6 "More than 10 Years" 2 1 1 3 1 3 2 3 2 5 5 5 1 2 2 1 1 1 1 5 5 1 1 1 5 1 5 90 0 100 1 5 0 1 2 3 0
"634" 3 2 3 0.56 0.84 0.6 "5-10 years" 1 1 1 3 1 3 2 3 4 5 5 5 1 5 4 5 5 5 5 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 3 3 0
"635" 2 2 3 0.56 0.84 0.6 "More than 10 Years" 4 5 2 4 3 3 2 3 2 5 5 5 2 3 5 1 2 4 5 4 5 3 1 1 5 1 5 30 0 60 0 3 0 1 5 3 0
"636" 2 2 3 0.56 0.84 0.6 "More than 10 Years" 3 4 4 5 3 4 2 3 1 1 1 1 5 4 2 4 1 1 3 1 5 1 1 1 1 1 1 0 85 0 90 2 0 1 6 3 0
"637" 1 2 3 0.56 0.84 0.6 "More than 10 Years" 3 1 2 3 1 3 2 3 1 1 3 3 5 5 2 5 1 1 3 1 1 1 1 1 1 1 1 0 100 80 80 3 0 1 6 3 0
"638" 2 2 3 0.56 0.84 0.6 "More than 10 Years" 3 4 2 3 3 3 1 3 1 3 2 2 4 4 4 2 3 3 3 4 5 3 1 1 3 1 3 65 48 65 45 3 0 1 6 3 0
"639" 3 2 3 0.56 0.84 0.6 "More than 10 Years" 4 2 1 4 1 5 2 3 1 3 1 1 4 4 3 4 3 1 3 2 5 3 1 1 3 1 3 51 49 51 49 4 0 1 6 3 0
"640" 2 2 3 3.88 0.84 2.2 "More than 10 Years" 2 2 1 3 2 5 3 3 2 3 3 3 1 2 2 1 5 3 5 3 4 1 1 1 5 1 5 60 1 80 0 4 1 1 6 3 0
"641" 2 2 3 0.78 0.84 0.74 "<5 years" 3 4 1 3 3 3 2 1 4 5 5 5 1 4 3 1 5 5 4 4 5 2 1 1 4 3 4 85 0 100 0 4 0 1 2 4 0
"642" 3 2 3 0.78 0.84 0.74 "More than 10 Years" 3 2 1 1 2 3 2 1 2 1 4 5 1 2 3 1 2 4 3 4 5 3 1 1 5 1 5 80 10 70 5 4 0 1 2 4 0
"643" 3 2 3 0.78 0.84 0.74 "More than 10 Years" 1 5 1 4 2 2 2 1 2 4 4 4 5 2 2 4 1 1 2 2 5 1 1 1 1 1 1 25 5 50 50 5 0 1 2 4 0
"644" 3 2 3 0.78 0.84 0.74 "<5 years" 4 3 1 3 3 3 2 3 1 2 2 1 3 4 3 2 2 3 3 3 4 1 0 4 4 5 2 50 10 50 50 5 0 1 2 4 0
"645" 3 2 3 0.78 0.84 0.74 "<5 years" 4 4 1 3 1 3 2 3 1 5 3 3 2 2 2 1 5 4 5 4 5 1 1 1 5 1 5 90 0 100 0 5 0 1 2 4 0
"646" 2 2 3 1.4 0.84 0.61 "More than 10 Years" 3 6 1 5 3 2 2 3 2 1 1 1 5 5 4 4 1 1 2 1 3 1 1 1 1 1 1 0 40 0 50 3 0 2 2 4 0
